artwork,category,:TYPE
8041,traditional_chinese_painting,BELONGS_TO_CATEGORY
8042,oil_painting,BELONGS_TO_CATEGORY
8043,traditional_chinese_painting,BELONGS_TO_CATEGORY
8044,sketching,BELONGS_TO_CATEGORY
8045,sketching,BELONGS_TO_CATEGORY
8046,oil_painting,BELONGS_TO_CATEGORY
8047,sketching,BELONGS_TO_CATEGORY
8048,sketching,BELONGS_TO_CATEGORY
8049,sketching,BELONGS_TO_CATEGORY
8050,traditional_chinese_painting,BELONGS_TO_CATEGORY
8051,sketching,BELONGS_TO_CATEGORY
8052,traditional_chinese_painting,BELONGS_TO_CATEGORY
8053,oil_painting,BELONGS_TO_CATEGORY
8054,sketching,BELONGS_TO_CATEGORY
8055,sketching,BELONGS_TO_CATEGORY
8056,sketching,BELONGS_TO_CATEGORY
8057,traditional_chinese_painting,BELONGS_TO_CATEGORY
8058,oil_painting,BELONGS_TO_CATEGORY
8059,sketching,BELONGS_TO_CATEGORY
8060,traditional_chinese_painting,BELONGS_TO_CATEGORY
8061,traditional_chinese_painting,BELONGS_TO_CATEGORY
8062,oil_painting,BELONGS_TO_CATEGORY
8063,oil_painting,BELONGS_TO_CATEGORY
8064,traditional_chinese_painting,BELONGS_TO_CATEGORY
8065,sketching,BELONGS_TO_CATEGORY
8066,sketching,BELONGS_TO_CATEGORY
8067,traditional_chinese_painting,BELONGS_TO_CATEGORY
8068,sketching,BELONGS_TO_CATEGORY
8069,oil_painting,BELONGS_TO_CATEGORY
8070,oil_painting,BELONGS_TO_CATEGORY
8071,traditional_chinese_painting,BELONGS_TO_CATEGORY
8072,traditional_chinese_painting,BELONGS_TO_CATEGORY
8073,sketching,BELONGS_TO_CATEGORY
8074,traditional_chinese_painting,BELONGS_TO_CATEGORY
8075,sketching,BELONGS_TO_CATEGORY
8076,traditional_chinese_painting,BELONGS_TO_CATEGORY
8077,oil_painting,BELONGS_TO_CATEGORY
8078,oil_painting,BELONGS_TO_CATEGORY
8079,oil_painting,BELONGS_TO_CATEGORY
8080,sketching,BELONGS_TO_CATEGORY
8081,sketching,BELONGS_TO_CATEGORY
8082,oil_painting,BELONGS_TO_CATEGORY
8083,oil_painting,BELONGS_TO_CATEGORY
8084,oil_painting,BELONGS_TO_CATEGORY
8085,traditional_chinese_painting,BELONGS_TO_CATEGORY
8086,oil_painting,BELONGS_TO_CATEGORY
8087,oil_painting,BELONGS_TO_CATEGORY
8088,sketching,BELONGS_TO_CATEGORY
8089,oil_painting,BELONGS_TO_CATEGORY
8090,oil_painting,BELONGS_TO_CATEGORY
8091,oil_painting,BELONGS_TO_CATEGORY
8092,traditional_chinese_painting,BELONGS_TO_CATEGORY
8093,traditional_chinese_painting,BELONGS_TO_CATEGORY
8094,traditional_chinese_painting,BELONGS_TO_CATEGORY
8095,traditional_chinese_painting,BELONGS_TO_CATEGORY
8096,oil_painting,BELONGS_TO_CATEGORY
8097,traditional_chinese_painting,BELONGS_TO_CATEGORY
8098,oil_painting,BELONGS_TO_CATEGORY
8099,oil_painting,BELONGS_TO_CATEGORY
8100,oil_painting,BELONGS_TO_CATEGORY
8101,sketching,BELONGS_TO_CATEGORY
8102,sketching,BELONGS_TO_CATEGORY
8103,sketching,BELONGS_TO_CATEGORY
8104,sketching,BELONGS_TO_CATEGORY
8105,oil_painting,BELONGS_TO_CATEGORY
8106,oil_painting,BELONGS_TO_CATEGORY
8107,traditional_chinese_painting,BELONGS_TO_CATEGORY
8108,sketching,BELONGS_TO_CATEGORY
8109,oil_painting,BELONGS_TO_CATEGORY
8110,oil_painting,BELONGS_TO_CATEGORY
8111,sketching,BELONGS_TO_CATEGORY
8112,oil_painting,BELONGS_TO_CATEGORY
8113,sketching,BELONGS_TO_CATEGORY
8114,traditional_chinese_painting,BELONGS_TO_CATEGORY
8115,traditional_chinese_painting,BELONGS_TO_CATEGORY
8116,traditional_chinese_painting,BELONGS_TO_CATEGORY
8117,oil_painting,BELONGS_TO_CATEGORY
8118,sketching,BELONGS_TO_CATEGORY
8119,oil_painting,BELONGS_TO_CATEGORY
8120,oil_painting,BELONGS_TO_CATEGORY
8121,sketching,BELONGS_TO_CATEGORY
8122,sketching,BELONGS_TO_CATEGORY
8123,sketching,BELONGS_TO_CATEGORY
8124,oil_painting,BELONGS_TO_CATEGORY
8125,oil_painting,BELONGS_TO_CATEGORY
8126,oil_painting,BELONGS_TO_CATEGORY
8127,sketching,BELONGS_TO_CATEGORY
8128,oil_painting,BELONGS_TO_CATEGORY
8129,sketching,BELONGS_TO_CATEGORY
8130,traditional_chinese_painting,BELONGS_TO_CATEGORY
8131,sketching,BELONGS_TO_CATEGORY
8132,oil_painting,BELONGS_TO_CATEGORY
8133,oil_painting,BELONGS_TO_CATEGORY
8134,sketching,BELONGS_TO_CATEGORY
8135,traditional_chinese_painting,BELONGS_TO_CATEGORY
8136,sketching,BELONGS_TO_CATEGORY
8137,sketching,BELONGS_TO_CATEGORY
8138,sketching,BELONGS_TO_CATEGORY
8139,traditional_chinese_painting,BELONGS_TO_CATEGORY
8140,oil_painting,BELONGS_TO_CATEGORY
8141,oil_painting,BELONGS_TO_CATEGORY
8142,oil_painting,BELONGS_TO_CATEGORY
8143,sketching,BELONGS_TO_CATEGORY
8144,sketching,BELONGS_TO_CATEGORY
8145,oil_painting,BELONGS_TO_CATEGORY
8146,oil_painting,BELONGS_TO_CATEGORY
8147,traditional_chinese_painting,BELONGS_TO_CATEGORY
8148,oil_painting,BELONGS_TO_CATEGORY
8149,sketching,BELONGS_TO_CATEGORY
8150,traditional_chinese_painting,BELONGS_TO_CATEGORY
8151,oil_painting,BELONGS_TO_CATEGORY
8152,sketching,BELONGS_TO_CATEGORY
8153,traditional_chinese_painting,BELONGS_TO_CATEGORY
8154,oil_painting,BELONGS_TO_CATEGORY
8155,sketching,BELONGS_TO_CATEGORY
8156,sketching,BELONGS_TO_CATEGORY
8157,oil_painting,BELONGS_TO_CATEGORY
8158,sketching,BELONGS_TO_CATEGORY
8159,oil_painting,BELONGS_TO_CATEGORY
8160,sketching,BELONGS_TO_CATEGORY
8161,traditional_chinese_painting,BELONGS_TO_CATEGORY
8162,sketching,BELONGS_TO_CATEGORY
8163,oil_painting,BELONGS_TO_CATEGORY
8164,sketching,BELONGS_TO_CATEGORY
8165,oil_painting,BELONGS_TO_CATEGORY
8166,oil_painting,BELONGS_TO_CATEGORY
8167,traditional_chinese_painting,BELONGS_TO_CATEGORY
8168,oil_painting,BELONGS_TO_CATEGORY
8169,oil_painting,BELONGS_TO_CATEGORY
8170,traditional_chinese_painting,BELONGS_TO_CATEGORY
8171,traditional_chinese_painting,BELONGS_TO_CATEGORY
8172,sketching,BELONGS_TO_CATEGORY
8173,sketching,BELONGS_TO_CATEGORY
8174,oil_painting,BELONGS_TO_CATEGORY
8175,sketching,BELONGS_TO_CATEGORY
8176,traditional_chinese_painting,BELONGS_TO_CATEGORY
8177,oil_painting,BELONGS_TO_CATEGORY
8178,traditional_chinese_painting,BELONGS_TO_CATEGORY
8179,oil_painting,BELONGS_TO_CATEGORY
8180,traditional_chinese_painting,BELONGS_TO_CATEGORY
8181,oil_painting,BELONGS_TO_CATEGORY
8182,sketching,BELONGS_TO_CATEGORY
8183,oil_painting,BELONGS_TO_CATEGORY
8184,oil_painting,BELONGS_TO_CATEGORY
8185,sketching,BELONGS_TO_CATEGORY
8186,traditional_chinese_painting,BELONGS_TO_CATEGORY
8187,sketching,BELONGS_TO_CATEGORY
8188,sketching,BELONGS_TO_CATEGORY
8189,traditional_chinese_painting,BELONGS_TO_CATEGORY
8190,traditional_chinese_painting,BELONGS_TO_CATEGORY
8191,traditional_chinese_painting,BELONGS_TO_CATEGORY
8192,traditional_chinese_painting,BELONGS_TO_CATEGORY
8193,oil_painting,BELONGS_TO_CATEGORY
8194,oil_painting,BELONGS_TO_CATEGORY
8195,oil_painting,BELONGS_TO_CATEGORY
8196,sketching,BELONGS_TO_CATEGORY
8197,oil_painting,BELONGS_TO_CATEGORY
8198,sketching,BELONGS_TO_CATEGORY
8199,oil_painting,BELONGS_TO_CATEGORY
8200,oil_painting,BELONGS_TO_CATEGORY
8201,traditional_chinese_painting,BELONGS_TO_CATEGORY
8202,traditional_chinese_painting,BELONGS_TO_CATEGORY
8203,traditional_chinese_painting,BELONGS_TO_CATEGORY
8204,oil_painting,BELONGS_TO_CATEGORY
8205,oil_painting,BELONGS_TO_CATEGORY
8206,sketching,BELONGS_TO_CATEGORY
8207,oil_painting,BELONGS_TO_CATEGORY
8208,traditional_chinese_painting,BELONGS_TO_CATEGORY
8209,oil_painting,BELONGS_TO_CATEGORY
8210,traditional_chinese_painting,BELONGS_TO_CATEGORY
8211,oil_painting,BELONGS_TO_CATEGORY
8212,oil_painting,BELONGS_TO_CATEGORY
8213,traditional_chinese_painting,BELONGS_TO_CATEGORY
8214,sketching,BELONGS_TO_CATEGORY
8215,oil_painting,BELONGS_TO_CATEGORY
8216,sketching,BELONGS_TO_CATEGORY
8217,oil_painting,BELONGS_TO_CATEGORY
8218,traditional_chinese_painting,BELONGS_TO_CATEGORY
8219,traditional_chinese_painting,BELONGS_TO_CATEGORY
8220,sketching,BELONGS_TO_CATEGORY
8221,oil_painting,BELONGS_TO_CATEGORY
8222,traditional_chinese_painting,BELONGS_TO_CATEGORY
8223,sketching,BELONGS_TO_CATEGORY
8224,oil_painting,BELONGS_TO_CATEGORY
8225,traditional_chinese_painting,BELONGS_TO_CATEGORY
8226,oil_painting,BELONGS_TO_CATEGORY
8227,traditional_chinese_painting,BELONGS_TO_CATEGORY
8228,oil_painting,BELONGS_TO_CATEGORY
8229,sketching,BELONGS_TO_CATEGORY
8230,sketching,BELONGS_TO_CATEGORY
8231,traditional_chinese_painting,BELONGS_TO_CATEGORY
8232,traditional_chinese_painting,BELONGS_TO_CATEGORY
8233,sketching,BELONGS_TO_CATEGORY
8234,oil_painting,BELONGS_TO_CATEGORY
8235,oil_painting,BELONGS_TO_CATEGORY
8236,traditional_chinese_painting,BELONGS_TO_CATEGORY
8237,traditional_chinese_painting,BELONGS_TO_CATEGORY
8238,traditional_chinese_painting,BELONGS_TO_CATEGORY
8239,sketching,BELONGS_TO_CATEGORY
8240,traditional_chinese_painting,BELONGS_TO_CATEGORY
8241,oil_painting,BELONGS_TO_CATEGORY
8242,sketching,BELONGS_TO_CATEGORY
8243,oil_painting,BELONGS_TO_CATEGORY
8244,oil_painting,BELONGS_TO_CATEGORY
8245,oil_painting,BELONGS_TO_CATEGORY
8246,sketching,BELONGS_TO_CATEGORY
8247,sketching,BELONGS_TO_CATEGORY
8248,traditional_chinese_painting,BELONGS_TO_CATEGORY
8249,oil_painting,BELONGS_TO_CATEGORY
8250,traditional_chinese_painting,BELONGS_TO_CATEGORY
8251,traditional_chinese_painting,BELONGS_TO_CATEGORY
8252,oil_painting,BELONGS_TO_CATEGORY
8253,sketching,BELONGS_TO_CATEGORY
8254,sketching,BELONGS_TO_CATEGORY
8255,sketching,BELONGS_TO_CATEGORY
8256,oil_painting,BELONGS_TO_CATEGORY
8257,sketching,BELONGS_TO_CATEGORY
8258,traditional_chinese_painting,BELONGS_TO_CATEGORY
8259,sketching,BELONGS_TO_CATEGORY
8260,traditional_chinese_painting,BELONGS_TO_CATEGORY
8261,traditional_chinese_painting,BELONGS_TO_CATEGORY
8262,traditional_chinese_painting,BELONGS_TO_CATEGORY
8263,oil_painting,BELONGS_TO_CATEGORY
8264,sketching,BELONGS_TO_CATEGORY
8265,oil_painting,BELONGS_TO_CATEGORY
8266,oil_painting,BELONGS_TO_CATEGORY
8267,traditional_chinese_painting,BELONGS_TO_CATEGORY
8268,sketching,BELONGS_TO_CATEGORY
8269,sketching,BELONGS_TO_CATEGORY
8270,sketching,BELONGS_TO_CATEGORY
8271,sketching,BELONGS_TO_CATEGORY
8272,sketching,BELONGS_TO_CATEGORY
8273,sketching,BELONGS_TO_CATEGORY
8274,sketching,BELONGS_TO_CATEGORY
8275,sketching,BELONGS_TO_CATEGORY
8276,traditional_chinese_painting,BELONGS_TO_CATEGORY
8277,sketching,BELONGS_TO_CATEGORY
8278,sketching,BELONGS_TO_CATEGORY
8279,traditional_chinese_painting,BELONGS_TO_CATEGORY
8280,sketching,BELONGS_TO_CATEGORY
8281,traditional_chinese_painting,BELONGS_TO_CATEGORY
8282,traditional_chinese_painting,BELONGS_TO_CATEGORY
8283,traditional_chinese_painting,BELONGS_TO_CATEGORY
8284,sketching,BELONGS_TO_CATEGORY
8285,sketching,BELONGS_TO_CATEGORY
8286,oil_painting,BELONGS_TO_CATEGORY
8287,sketching,BELONGS_TO_CATEGORY
8288,sketching,BELONGS_TO_CATEGORY
8289,sketching,BELONGS_TO_CATEGORY
8290,sketching,BELONGS_TO_CATEGORY
8291,oil_painting,BELONGS_TO_CATEGORY
8292,traditional_chinese_painting,BELONGS_TO_CATEGORY
8293,traditional_chinese_painting,BELONGS_TO_CATEGORY
8294,oil_painting,BELONGS_TO_CATEGORY
8295,sketching,BELONGS_TO_CATEGORY
8296,sketching,BELONGS_TO_CATEGORY
8297,traditional_chinese_painting,BELONGS_TO_CATEGORY
8298,oil_painting,BELONGS_TO_CATEGORY
8299,traditional_chinese_painting,BELONGS_TO_CATEGORY
8300,oil_painting,BELONGS_TO_CATEGORY
8301,oil_painting,BELONGS_TO_CATEGORY
8302,traditional_chinese_painting,BELONGS_TO_CATEGORY
8303,traditional_chinese_painting,BELONGS_TO_CATEGORY
8304,oil_painting,BELONGS_TO_CATEGORY
8305,sketching,BELONGS_TO_CATEGORY
8306,sketching,BELONGS_TO_CATEGORY
8307,oil_painting,BELONGS_TO_CATEGORY
8308,sketching,BELONGS_TO_CATEGORY
8309,traditional_chinese_painting,BELONGS_TO_CATEGORY
8310,sketching,BELONGS_TO_CATEGORY
8311,traditional_chinese_painting,BELONGS_TO_CATEGORY
8312,oil_painting,BELONGS_TO_CATEGORY
8313,oil_painting,BELONGS_TO_CATEGORY
8314,traditional_chinese_painting,BELONGS_TO_CATEGORY
8315,oil_painting,BELONGS_TO_CATEGORY
8316,sketching,BELONGS_TO_CATEGORY
8317,oil_painting,BELONGS_TO_CATEGORY
8318,sketching,BELONGS_TO_CATEGORY
8319,oil_painting,BELONGS_TO_CATEGORY
8320,traditional_chinese_painting,BELONGS_TO_CATEGORY
8321,oil_painting,BELONGS_TO_CATEGORY
8322,oil_painting,BELONGS_TO_CATEGORY
8323,traditional_chinese_painting,BELONGS_TO_CATEGORY
8324,oil_painting,BELONGS_TO_CATEGORY
8325,sketching,BELONGS_TO_CATEGORY
8326,oil_painting,BELONGS_TO_CATEGORY
8327,oil_painting,BELONGS_TO_CATEGORY
8328,oil_painting,BELONGS_TO_CATEGORY
8329,oil_painting,BELONGS_TO_CATEGORY
8330,sketching,BELONGS_TO_CATEGORY
8331,sketching,BELONGS_TO_CATEGORY
8332,sketching,BELONGS_TO_CATEGORY
8333,traditional_chinese_painting,BELONGS_TO_CATEGORY
8334,oil_painting,BELONGS_TO_CATEGORY
8335,sketching,BELONGS_TO_CATEGORY
8336,sketching,BELONGS_TO_CATEGORY
8337,sketching,BELONGS_TO_CATEGORY
8338,sketching,BELONGS_TO_CATEGORY
8339,oil_painting,BELONGS_TO_CATEGORY
8340,oil_painting,BELONGS_TO_CATEGORY
8341,sketching,BELONGS_TO_CATEGORY
8342,oil_painting,BELONGS_TO_CATEGORY
8343,sketching,BELONGS_TO_CATEGORY
8344,sketching,BELONGS_TO_CATEGORY
8345,traditional_chinese_painting,BELONGS_TO_CATEGORY
8346,oil_painting,BELONGS_TO_CATEGORY
8347,traditional_chinese_painting,BELONGS_TO_CATEGORY
8348,sketching,BELONGS_TO_CATEGORY
8349,oil_painting,BELONGS_TO_CATEGORY
8350,traditional_chinese_painting,BELONGS_TO_CATEGORY
8351,sketching,BELONGS_TO_CATEGORY
8352,traditional_chinese_painting,BELONGS_TO_CATEGORY
8353,traditional_chinese_painting,BELONGS_TO_CATEGORY
8354,traditional_chinese_painting,BELONGS_TO_CATEGORY
8355,traditional_chinese_painting,BELONGS_TO_CATEGORY
8356,oil_painting,BELONGS_TO_CATEGORY
8357,traditional_chinese_painting,BELONGS_TO_CATEGORY
8358,oil_painting,BELONGS_TO_CATEGORY
8359,oil_painting,BELONGS_TO_CATEGORY
8360,traditional_chinese_painting,BELONGS_TO_CATEGORY
8361,sketching,BELONGS_TO_CATEGORY
8362,sketching,BELONGS_TO_CATEGORY
8363,traditional_chinese_painting,BELONGS_TO_CATEGORY
8364,sketching,BELONGS_TO_CATEGORY
8365,oil_painting,BELONGS_TO_CATEGORY
8366,sketching,BELONGS_TO_CATEGORY
8367,traditional_chinese_painting,BELONGS_TO_CATEGORY
8368,oil_painting,BELONGS_TO_CATEGORY
8369,traditional_chinese_painting,BELONGS_TO_CATEGORY
8370,oil_painting,BELONGS_TO_CATEGORY
8371,traditional_chinese_painting,BELONGS_TO_CATEGORY
8372,traditional_chinese_painting,BELONGS_TO_CATEGORY
8373,oil_painting,BELONGS_TO_CATEGORY
8374,sketching,BELONGS_TO_CATEGORY
8375,oil_painting,BELONGS_TO_CATEGORY
8376,oil_painting,BELONGS_TO_CATEGORY
8377,oil_painting,BELONGS_TO_CATEGORY
8378,oil_painting,BELONGS_TO_CATEGORY
8379,oil_painting,BELONGS_TO_CATEGORY
8380,oil_painting,BELONGS_TO_CATEGORY
8381,traditional_chinese_painting,BELONGS_TO_CATEGORY
8382,traditional_chinese_painting,BELONGS_TO_CATEGORY
8383,sketching,BELONGS_TO_CATEGORY
8384,sketching,BELONGS_TO_CATEGORY
8385,oil_painting,BELONGS_TO_CATEGORY
8386,traditional_chinese_painting,BELONGS_TO_CATEGORY
8387,oil_painting,BELONGS_TO_CATEGORY
8388,traditional_chinese_painting,BELONGS_TO_CATEGORY
8389,oil_painting,BELONGS_TO_CATEGORY
8390,oil_painting,BELONGS_TO_CATEGORY
8391,traditional_chinese_painting,BELONGS_TO_CATEGORY
8392,sketching,BELONGS_TO_CATEGORY
8393,sketching,BELONGS_TO_CATEGORY
8394,sketching,BELONGS_TO_CATEGORY
8395,traditional_chinese_painting,BELONGS_TO_CATEGORY
8396,oil_painting,BELONGS_TO_CATEGORY
8397,oil_painting,BELONGS_TO_CATEGORY
8398,sketching,BELONGS_TO_CATEGORY
8399,oil_painting,BELONGS_TO_CATEGORY
8400,oil_painting,BELONGS_TO_CATEGORY
8401,oil_painting,BELONGS_TO_CATEGORY
8402,oil_painting,BELONGS_TO_CATEGORY
8403,oil_painting,BELONGS_TO_CATEGORY
8404,traditional_chinese_painting,BELONGS_TO_CATEGORY
8405,sketching,BELONGS_TO_CATEGORY
8406,oil_painting,BELONGS_TO_CATEGORY
8407,traditional_chinese_painting,BELONGS_TO_CATEGORY
8408,sketching,BELONGS_TO_CATEGORY
8409,sketching,BELONGS_TO_CATEGORY
8410,oil_painting,BELONGS_TO_CATEGORY
8411,sketching,BELONGS_TO_CATEGORY
8412,sketching,BELONGS_TO_CATEGORY
8413,traditional_chinese_painting,BELONGS_TO_CATEGORY
8414,oil_painting,BELONGS_TO_CATEGORY
8415,traditional_chinese_painting,BELONGS_TO_CATEGORY
8416,oil_painting,BELONGS_TO_CATEGORY
8417,traditional_chinese_painting,BELONGS_TO_CATEGORY
8418,sketching,BELONGS_TO_CATEGORY
8419,traditional_chinese_painting,BELONGS_TO_CATEGORY
8420,sketching,BELONGS_TO_CATEGORY
8421,sketching,BELONGS_TO_CATEGORY
8422,traditional_chinese_painting,BELONGS_TO_CATEGORY
8423,sketching,BELONGS_TO_CATEGORY
8424,sketching,BELONGS_TO_CATEGORY
8425,sketching,BELONGS_TO_CATEGORY
8426,oil_painting,BELONGS_TO_CATEGORY
8427,oil_painting,BELONGS_TO_CATEGORY
8428,traditional_chinese_painting,BELONGS_TO_CATEGORY
8429,traditional_chinese_painting,BELONGS_TO_CATEGORY
8430,sketching,BELONGS_TO_CATEGORY
8431,oil_painting,BELONGS_TO_CATEGORY
8432,traditional_chinese_painting,BELONGS_TO_CATEGORY
8433,traditional_chinese_painting,BELONGS_TO_CATEGORY
8434,oil_painting,BELONGS_TO_CATEGORY
8435,oil_painting,BELONGS_TO_CATEGORY
8436,sketching,BELONGS_TO_CATEGORY
8437,sketching,BELONGS_TO_CATEGORY
8438,oil_painting,BELONGS_TO_CATEGORY
8439,sketching,BELONGS_TO_CATEGORY
8440,sketching,BELONGS_TO_CATEGORY
8441,sketching,BELONGS_TO_CATEGORY
8442,traditional_chinese_painting,BELONGS_TO_CATEGORY
8443,oil_painting,BELONGS_TO_CATEGORY
8444,traditional_chinese_painting,BELONGS_TO_CATEGORY
8445,sketching,BELONGS_TO_CATEGORY
8446,sketching,BELONGS_TO_CATEGORY
8447,sketching,BELONGS_TO_CATEGORY
8448,sketching,BELONGS_TO_CATEGORY
8449,sketching,BELONGS_TO_CATEGORY
8450,sketching,BELONGS_TO_CATEGORY
8451,oil_painting,BELONGS_TO_CATEGORY
8452,traditional_chinese_painting,BELONGS_TO_CATEGORY
8453,oil_painting,BELONGS_TO_CATEGORY
8454,oil_painting,BELONGS_TO_CATEGORY
8455,sketching,BELONGS_TO_CATEGORY
8456,sketching,BELONGS_TO_CATEGORY
8457,sketching,BELONGS_TO_CATEGORY
8458,sketching,BELONGS_TO_CATEGORY
8459,sketching,BELONGS_TO_CATEGORY
8460,sketching,BELONGS_TO_CATEGORY
8461,traditional_chinese_painting,BELONGS_TO_CATEGORY
8462,sketching,BELONGS_TO_CATEGORY
8463,sketching,BELONGS_TO_CATEGORY
8464,oil_painting,BELONGS_TO_CATEGORY
8465,oil_painting,BELONGS_TO_CATEGORY
8466,oil_painting,BELONGS_TO_CATEGORY
8467,sketching,BELONGS_TO_CATEGORY
8468,oil_painting,BELONGS_TO_CATEGORY
8469,sketching,BELONGS_TO_CATEGORY
8470,traditional_chinese_painting,BELONGS_TO_CATEGORY
8471,oil_painting,BELONGS_TO_CATEGORY
8472,sketching,BELONGS_TO_CATEGORY
8473,sketching,BELONGS_TO_CATEGORY
8474,sketching,BELONGS_TO_CATEGORY
8475,oil_painting,BELONGS_TO_CATEGORY
8476,oil_painting,BELONGS_TO_CATEGORY
8477,sketching,BELONGS_TO_CATEGORY
8478,sketching,BELONGS_TO_CATEGORY
8479,sketching,BELONGS_TO_CATEGORY
8480,sketching,BELONGS_TO_CATEGORY
8481,sketching,BELONGS_TO_CATEGORY
8482,sketching,BELONGS_TO_CATEGORY
8483,sketching,BELONGS_TO_CATEGORY
8484,oil_painting,BELONGS_TO_CATEGORY
8485,sketching,BELONGS_TO_CATEGORY
8486,traditional_chinese_painting,BELONGS_TO_CATEGORY
8487,oil_painting,BELONGS_TO_CATEGORY
8488,traditional_chinese_painting,BELONGS_TO_CATEGORY
8489,sketching,BELONGS_TO_CATEGORY
8490,oil_painting,BELONGS_TO_CATEGORY
8491,sketching,BELONGS_TO_CATEGORY
8492,sketching,BELONGS_TO_CATEGORY
8493,traditional_chinese_painting,BELONGS_TO_CATEGORY
8494,sketching,BELONGS_TO_CATEGORY
8495,traditional_chinese_painting,BELONGS_TO_CATEGORY
8496,sketching,BELONGS_TO_CATEGORY
8497,oil_painting,BELONGS_TO_CATEGORY
8498,oil_painting,BELONGS_TO_CATEGORY
8499,sketching,BELONGS_TO_CATEGORY
8500,sketching,BELONGS_TO_CATEGORY
8501,oil_painting,BELONGS_TO_CATEGORY
8502,traditional_chinese_painting,BELONGS_TO_CATEGORY
8503,oil_painting,BELONGS_TO_CATEGORY
8504,sketching,BELONGS_TO_CATEGORY
8505,oil_painting,BELONGS_TO_CATEGORY
8506,sketching,BELONGS_TO_CATEGORY
8507,oil_painting,BELONGS_TO_CATEGORY
8508,sketching,BELONGS_TO_CATEGORY
8509,traditional_chinese_painting,BELONGS_TO_CATEGORY
8510,traditional_chinese_painting,BELONGS_TO_CATEGORY
8511,sketching,BELONGS_TO_CATEGORY
8512,traditional_chinese_painting,BELONGS_TO_CATEGORY
8513,oil_painting,BELONGS_TO_CATEGORY
8514,traditional_chinese_painting,BELONGS_TO_CATEGORY
8515,traditional_chinese_painting,BELONGS_TO_CATEGORY
8516,sketching,BELONGS_TO_CATEGORY
8517,traditional_chinese_painting,BELONGS_TO_CATEGORY
8518,traditional_chinese_painting,BELONGS_TO_CATEGORY
8519,sketching,BELONGS_TO_CATEGORY
8520,oil_painting,BELONGS_TO_CATEGORY
8521,oil_painting,BELONGS_TO_CATEGORY
8522,sketching,BELONGS_TO_CATEGORY
8523,traditional_chinese_painting,BELONGS_TO_CATEGORY
8524,oil_painting,BELONGS_TO_CATEGORY
8525,oil_painting,BELONGS_TO_CATEGORY
8526,oil_painting,BELONGS_TO_CATEGORY
8527,oil_painting,BELONGS_TO_CATEGORY
8528,oil_painting,BELONGS_TO_CATEGORY
8529,traditional_chinese_painting,BELONGS_TO_CATEGORY
8530,traditional_chinese_painting,BELONGS_TO_CATEGORY
8531,sketching,BELONGS_TO_CATEGORY
8532,traditional_chinese_painting,BELONGS_TO_CATEGORY
8533,oil_painting,BELONGS_TO_CATEGORY
8534,traditional_chinese_painting,BELONGS_TO_CATEGORY
8535,sketching,BELONGS_TO_CATEGORY
8536,oil_painting,BELONGS_TO_CATEGORY
8537,oil_painting,BELONGS_TO_CATEGORY
8538,sketching,BELONGS_TO_CATEGORY
8539,sketching,BELONGS_TO_CATEGORY
8540,sketching,BELONGS_TO_CATEGORY
8541,oil_painting,BELONGS_TO_CATEGORY
8542,traditional_chinese_painting,BELONGS_TO_CATEGORY
8543,sketching,BELONGS_TO_CATEGORY
8544,oil_painting,BELONGS_TO_CATEGORY
8545,oil_painting,BELONGS_TO_CATEGORY
8546,traditional_chinese_painting,BELONGS_TO_CATEGORY
8547,sketching,BELONGS_TO_CATEGORY
8548,oil_painting,BELONGS_TO_CATEGORY
8549,traditional_chinese_painting,BELONGS_TO_CATEGORY
8550,oil_painting,BELONGS_TO_CATEGORY
8551,oil_painting,BELONGS_TO_CATEGORY
8552,traditional_chinese_painting,BELONGS_TO_CATEGORY
8553,traditional_chinese_painting,BELONGS_TO_CATEGORY
8554,sketching,BELONGS_TO_CATEGORY
8555,sketching,BELONGS_TO_CATEGORY
8556,sketching,BELONGS_TO_CATEGORY
8557,sketching,BELONGS_TO_CATEGORY
8558,oil_painting,BELONGS_TO_CATEGORY
8559,traditional_chinese_painting,BELONGS_TO_CATEGORY
8560,traditional_chinese_painting,BELONGS_TO_CATEGORY
8561,sketching,BELONGS_TO_CATEGORY
8562,oil_painting,BELONGS_TO_CATEGORY
8563,sketching,BELONGS_TO_CATEGORY
8564,traditional_chinese_painting,BELONGS_TO_CATEGORY
8565,traditional_chinese_painting,BELONGS_TO_CATEGORY
8566,oil_painting,BELONGS_TO_CATEGORY
8567,oil_painting,BELONGS_TO_CATEGORY
8568,oil_painting,BELONGS_TO_CATEGORY
8569,traditional_chinese_painting,BELONGS_TO_CATEGORY
8570,traditional_chinese_painting,BELONGS_TO_CATEGORY
8571,sketching,BELONGS_TO_CATEGORY
8572,traditional_chinese_painting,BELONGS_TO_CATEGORY
8573,sketching,BELONGS_TO_CATEGORY
8574,sketching,BELONGS_TO_CATEGORY
8575,sketching,BELONGS_TO_CATEGORY
8576,traditional_chinese_painting,BELONGS_TO_CATEGORY
8577,sketching,BELONGS_TO_CATEGORY
8578,oil_painting,BELONGS_TO_CATEGORY
8579,oil_painting,BELONGS_TO_CATEGORY
8580,oil_painting,BELONGS_TO_CATEGORY
8581,oil_painting,BELONGS_TO_CATEGORY
8582,oil_painting,BELONGS_TO_CATEGORY
8583,oil_painting,BELONGS_TO_CATEGORY
8584,traditional_chinese_painting,BELONGS_TO_CATEGORY
8585,oil_painting,BELONGS_TO_CATEGORY
