artwork,subject,:TYPE
7995,floral_and_avian,BELONGS_TO_SUBJECT
7996,still_life,BELONGS_TO_SUBJECT
7997,floral_and_avian,BELONGS_TO_SUBJECT
7998,landscapes,BELONGS_TO_SUBJECT
7999,still_life,BELONGS_TO_SUBJECT
8000,portraiture,BELONGS_TO_SUBJECT
8001,landscapes,BELONGS_TO_SUBJECT
8002,portraiture,BELONGS_TO_SUBJECT
8003,landscapes,BELONGS_TO_SUBJECT
8004,portraiture,BELONGS_TO_SUBJECT
8005,landscapes,BELONGS_TO_SUBJECT
8006,portraiture,BELONGS_TO_SUBJECT
8007,landscapes,BELONGS_TO_SUBJECT
8008,still_life,BELONGS_TO_SUBJECT
8009,still_life,BELONGS_TO_SUBJECT
8010,landscapes,BELONGS_TO_SUBJECT
8011,portraiture,BELONGS_TO_SUBJECT
8012,landscapes,BELONGS_TO_SUBJECT
8013,landscapes,BELONGS_TO_SUBJECT
8014,floral_and_avian,BELONGS_TO_SUBJECT
8015,portraiture,BELONGS_TO_SUBJECT
8016,portraiture,BELONGS_TO_SUBJECT
8017,portraiture,BELONGS_TO_SUBJECT
8018,portraiture,BELONGS_TO_SUBJECT
8019,portraiture,BELONGS_TO_SUBJECT
8020,still_life,BELONGS_TO_SUBJECT
8021,portraiture,BELONGS_TO_SUBJECT
8022,portraiture,BELONGS_TO_SUBJECT
8023,still_life,BELONGS_TO_SUBJECT
8024,still_life,BELONGS_TO_SUBJECT
8025,still_life,BELONGS_TO_SUBJECT
8026,portraiture,BELONGS_TO_SUBJECT
8027,portraiture,BELONGS_TO_SUBJECT
8028,mountains_and_water,BELONGS_TO_SUBJECT
8029,portraiture,BELONGS_TO_SUBJECT
8030,portraiture,BELONGS_TO_SUBJECT
8031,portraiture,BELONGS_TO_SUBJECT
8032,floral_and_avian,BELONGS_TO_SUBJECT
8033,portraiture,BELONGS_TO_SUBJECT
8034,portraiture,BELONGS_TO_SUBJECT
8035,portraiture,BELONGS_TO_SUBJECT
8036,portraiture,BELONGS_TO_SUBJECT
8037,landscapes,BELONGS_TO_SUBJECT
8038,portraiture,BELONGS_TO_SUBJECT
8039,portraiture,BELONGS_TO_SUBJECT
8040,portraiture,BELONGS_TO_SUBJECT
8041,mountains_and_water,BELONGS_TO_SUBJECT
8042,portraiture,BELONGS_TO_SUBJECT
8043,floral_and_avian,BELONGS_TO_SUBJECT
8044,landscapes,BELONGS_TO_SUBJECT
8045,portraiture,BELONGS_TO_SUBJECT
8046,landscapes,BELONGS_TO_SUBJECT
8047,portraiture,BELONGS_TO_SUBJECT
8048,landscapes,BELONGS_TO_SUBJECT
8049,landscapes,BELONGS_TO_SUBJECT
8050,mountains_and_water,BELONGS_TO_SUBJECT
8051,portraiture,BELONGS_TO_SUBJECT
8052,floral_and_avian,BELONGS_TO_SUBJECT
8053,still_life,BELONGS_TO_SUBJECT
8054,still_life,BELONGS_TO_SUBJECT
8055,landscapes,BELONGS_TO_SUBJECT
8056,still_life,BELONGS_TO_SUBJECT
8057,floral_and_avian,BELONGS_TO_SUBJECT
8058,portraiture,BELONGS_TO_SUBJECT
8059,portraiture,BELONGS_TO_SUBJECT
8060,mountains_and_water,BELONGS_TO_SUBJECT
8061,portraiture,BELONGS_TO_SUBJECT
8062,portraiture,BELONGS_TO_SUBJECT
8063,landscapes,BELONGS_TO_SUBJECT
8064,mountains_and_water,BELONGS_TO_SUBJECT
8065,landscapes,BELONGS_TO_SUBJECT
8066,portraiture,BELONGS_TO_SUBJECT
8067,floral_and_avian,BELONGS_TO_SUBJECT
8068,still_life,BELONGS_TO_SUBJECT
8069,landscapes,BELONGS_TO_SUBJECT
8070,portraiture,BELONGS_TO_SUBJECT
8071,mountains_and_water,BELONGS_TO_SUBJECT
8072,floral_and_avian,BELONGS_TO_SUBJECT
8073,landscapes,BELONGS_TO_SUBJECT
8074,portraiture,BELONGS_TO_SUBJECT
8075,portraiture,BELONGS_TO_SUBJECT
8076,mountains_and_water,BELONGS_TO_SUBJECT
8077,portraiture,BELONGS_TO_SUBJECT
8078,portraiture,BELONGS_TO_SUBJECT
8079,still_life,BELONGS_TO_SUBJECT
8080,still_life,BELONGS_TO_SUBJECT
8081,still_life,BELONGS_TO_SUBJECT
8082,still_life,BELONGS_TO_SUBJECT
8083,portraiture,BELONGS_TO_SUBJECT
8084,landscapes,BELONGS_TO_SUBJECT
8085,mountains_and_water,BELONGS_TO_SUBJECT
8086,still_life,BELONGS_TO_SUBJECT
8087,portraiture,BELONGS_TO_SUBJECT
8088,landscapes,BELONGS_TO_SUBJECT
8089,still_life,BELONGS_TO_SUBJECT
8090,landscapes,BELONGS_TO_SUBJECT
8091,landscapes,BELONGS_TO_SUBJECT
8092,portraiture,BELONGS_TO_SUBJECT
8093,floral_and_avian,BELONGS_TO_SUBJECT
8094,portraiture,BELONGS_TO_SUBJECT
8095,portraiture,BELONGS_TO_SUBJECT
8096,landscapes,BELONGS_TO_SUBJECT
8097,portraiture,BELONGS_TO_SUBJECT
8098,still_life,BELONGS_TO_SUBJECT
8099,portraiture,BELONGS_TO_SUBJECT
8100,landscapes,BELONGS_TO_SUBJECT
8101,still_life,BELONGS_TO_SUBJECT
8102,still_life,BELONGS_TO_SUBJECT
8103,portraiture,BELONGS_TO_SUBJECT
8104,portraiture,BELONGS_TO_SUBJECT
8105,portraiture,BELONGS_TO_SUBJECT
8106,portraiture,BELONGS_TO_SUBJECT
8107,mountains_and_water,BELONGS_TO_SUBJECT
8108,still_life,BELONGS_TO_SUBJECT
8109,portraiture,BELONGS_TO_SUBJECT
8110,landscapes,BELONGS_TO_SUBJECT
8111,landscapes,BELONGS_TO_SUBJECT
8112,landscapes,BELONGS_TO_SUBJECT
8113,portraiture,BELONGS_TO_SUBJECT
8114,mountains_and_water,BELONGS_TO_SUBJECT
8115,portraiture,BELONGS_TO_SUBJECT
8116,mountains_and_water,BELONGS_TO_SUBJECT
8117,landscapes,BELONGS_TO_SUBJECT
8118,portraiture,BELONGS_TO_SUBJECT
8119,still_life,BELONGS_TO_SUBJECT
8120,still_life,BELONGS_TO_SUBJECT
8121,portraiture,BELONGS_TO_SUBJECT
8122,landscapes,BELONGS_TO_SUBJECT
8123,landscapes,BELONGS_TO_SUBJECT
8124,still_life,BELONGS_TO_SUBJECT
8125,portraiture,BELONGS_TO_SUBJECT
8126,still_life,BELONGS_TO_SUBJECT
8127,landscapes,BELONGS_TO_SUBJECT
8128,portraiture,BELONGS_TO_SUBJECT
8129,portraiture,BELONGS_TO_SUBJECT
8130,portraiture,BELONGS_TO_SUBJECT
8131,still_life,BELONGS_TO_SUBJECT
8132,portraiture,BELONGS_TO_SUBJECT
8133,portraiture,BELONGS_TO_SUBJECT
8134,portraiture,BELONGS_TO_SUBJECT
8135,floral_and_avian,BELONGS_TO_SUBJECT
8136,still_life,BELONGS_TO_SUBJECT
8137,portraiture,BELONGS_TO_SUBJECT
8138,still_life,BELONGS_TO_SUBJECT
8139,floral_and_avian,BELONGS_TO_SUBJECT
8140,portraiture,BELONGS_TO_SUBJECT
8141,still_life,BELONGS_TO_SUBJECT
8142,still_life,BELONGS_TO_SUBJECT
8143,landscapes,BELONGS_TO_SUBJECT
8144,landscapes,BELONGS_TO_SUBJECT
8145,landscapes,BELONGS_TO_SUBJECT
8146,landscapes,BELONGS_TO_SUBJECT
8147,floral_and_avian,BELONGS_TO_SUBJECT
8148,landscapes,BELONGS_TO_SUBJECT
8149,landscapes,BELONGS_TO_SUBJECT
8150,floral_and_avian,BELONGS_TO_SUBJECT
8151,landscapes,BELONGS_TO_SUBJECT
8152,landscapes,BELONGS_TO_SUBJECT
8153,mountains_and_water,BELONGS_TO_SUBJECT
8154,landscapes,BELONGS_TO_SUBJECT
8155,still_life,BELONGS_TO_SUBJECT
8156,portraiture,BELONGS_TO_SUBJECT
8157,still_life,BELONGS_TO_SUBJECT
8158,landscapes,BELONGS_TO_SUBJECT
8159,portraiture,BELONGS_TO_SUBJECT
8160,still_life,BELONGS_TO_SUBJECT
8161,portraiture,BELONGS_TO_SUBJECT
8162,landscapes,BELONGS_TO_SUBJECT
8163,portraiture,BELONGS_TO_SUBJECT
8164,portraiture,BELONGS_TO_SUBJECT
8165,portraiture,BELONGS_TO_SUBJECT
8166,landscapes,BELONGS_TO_SUBJECT
8167,portraiture,BELONGS_TO_SUBJECT
8168,still_life,BELONGS_TO_SUBJECT
8169,portraiture,BELONGS_TO_SUBJECT
8170,mountains_and_water,BELONGS_TO_SUBJECT
8171,portraiture,BELONGS_TO_SUBJECT
8172,still_life,BELONGS_TO_SUBJECT
8173,landscapes,BELONGS_TO_SUBJECT
8174,landscapes,BELONGS_TO_SUBJECT
8175,still_life,BELONGS_TO_SUBJECT
8176,mountains_and_water,BELONGS_TO_SUBJECT
8177,still_life,BELONGS_TO_SUBJECT
8178,floral_and_avian,BELONGS_TO_SUBJECT
8179,still_life,BELONGS_TO_SUBJECT
8180,floral_and_avian,BELONGS_TO_SUBJECT
8181,landscapes,BELONGS_TO_SUBJECT
8182,landscapes,BELONGS_TO_SUBJECT
8183,portraiture,BELONGS_TO_SUBJECT
8184,portraiture,BELONGS_TO_SUBJECT
8185,landscapes,BELONGS_TO_SUBJECT
8186,portraiture,BELONGS_TO_SUBJECT
8187,landscapes,BELONGS_TO_SUBJECT
8188,portraiture,BELONGS_TO_SUBJECT
8189,mountains_and_water,BELONGS_TO_SUBJECT
8190,portraiture,BELONGS_TO_SUBJECT
8191,portraiture,BELONGS_TO_SUBJECT
8192,floral_and_avian,BELONGS_TO_SUBJECT
8193,still_life,BELONGS_TO_SUBJECT
8194,landscapes,BELONGS_TO_SUBJECT
8195,still_life,BELONGS_TO_SUBJECT
8196,portraiture,BELONGS_TO_SUBJECT
8197,landscapes,BELONGS_TO_SUBJECT
8198,still_life,BELONGS_TO_SUBJECT
8199,landscapes,BELONGS_TO_SUBJECT
8200,portraiture,BELONGS_TO_SUBJECT
8201,portraiture,BELONGS_TO_SUBJECT
8202,portraiture,BELONGS_TO_SUBJECT
8203,floral_and_avian,BELONGS_TO_SUBJECT
8204,landscapes,BELONGS_TO_SUBJECT
8205,portraiture,BELONGS_TO_SUBJECT
8206,landscapes,BELONGS_TO_SUBJECT
8207,portraiture,BELONGS_TO_SUBJECT
8208,portraiture,BELONGS_TO_SUBJECT
8209,still_life,BELONGS_TO_SUBJECT
8210,floral_and_avian,BELONGS_TO_SUBJECT
8211,landscapes,BELONGS_TO_SUBJECT
8212,still_life,BELONGS_TO_SUBJECT
8213,floral_and_avian,BELONGS_TO_SUBJECT
8214,landscapes,BELONGS_TO_SUBJECT
8215,still_life,BELONGS_TO_SUBJECT
8216,landscapes,BELONGS_TO_SUBJECT
8217,landscapes,BELONGS_TO_SUBJECT
8218,mountains_and_water,BELONGS_TO_SUBJECT
8219,mountains_and_water,BELONGS_TO_SUBJECT
8220,portraiture,BELONGS_TO_SUBJECT
8221,still_life,BELONGS_TO_SUBJECT
8222,mountains_and_water,BELONGS_TO_SUBJECT
8223,still_life,BELONGS_TO_SUBJECT
8224,portraiture,BELONGS_TO_SUBJECT
8225,portraiture,BELONGS_TO_SUBJECT
8226,portraiture,BELONGS_TO_SUBJECT
8227,mountains_and_water,BELONGS_TO_SUBJECT
8228,portraiture,BELONGS_TO_SUBJECT
8229,landscapes,BELONGS_TO_SUBJECT
8230,still_life,BELONGS_TO_SUBJECT
8231,mountains_and_water,BELONGS_TO_SUBJECT
8232,floral_and_avian,BELONGS_TO_SUBJECT
8233,landscapes,BELONGS_TO_SUBJECT
8234,landscapes,BELONGS_TO_SUBJECT
8235,still_life,BELONGS_TO_SUBJECT
8236,portraiture,BELONGS_TO_SUBJECT
8237,mountains_and_water,BELONGS_TO_SUBJECT
8238,floral_and_avian,BELONGS_TO_SUBJECT
8239,portraiture,BELONGS_TO_SUBJECT
8240,floral_and_avian,BELONGS_TO_SUBJECT
8241,portraiture,BELONGS_TO_SUBJECT
8242,portraiture,BELONGS_TO_SUBJECT
8243,landscapes,BELONGS_TO_SUBJECT
8244,landscapes,BELONGS_TO_SUBJECT
8245,portraiture,BELONGS_TO_SUBJECT
8246,still_life,BELONGS_TO_SUBJECT
8247,portraiture,BELONGS_TO_SUBJECT
8248,mountains_and_water,BELONGS_TO_SUBJECT
8249,portraiture,BELONGS_TO_SUBJECT
8250,portraiture,BELONGS_TO_SUBJECT
8251,portraiture,BELONGS_TO_SUBJECT
8252,still_life,BELONGS_TO_SUBJECT
8253,landscapes,BELONGS_TO_SUBJECT
8254,landscapes,BELONGS_TO_SUBJECT
8255,still_life,BELONGS_TO_SUBJECT
8256,landscapes,BELONGS_TO_SUBJECT
8257,portraiture,BELONGS_TO_SUBJECT
8258,portraiture,BELONGS_TO_SUBJECT
8259,portraiture,BELONGS_TO_SUBJECT
8260,mountains_and_water,BELONGS_TO_SUBJECT
8261,floral_and_avian,BELONGS_TO_SUBJECT
8262,portraiture,BELONGS_TO_SUBJECT
8263,landscapes,BELONGS_TO_SUBJECT
8264,portraiture,BELONGS_TO_SUBJECT
8265,still_life,BELONGS_TO_SUBJECT
8266,still_life,BELONGS_TO_SUBJECT
8267,floral_and_avian,BELONGS_TO_SUBJECT
8268,still_life,BELONGS_TO_SUBJECT
8269,landscapes,BELONGS_TO_SUBJECT
8270,landscapes,BELONGS_TO_SUBJECT
8271,portraiture,BELONGS_TO_SUBJECT
8272,still_life,BELONGS_TO_SUBJECT
8273,still_life,BELONGS_TO_SUBJECT
8274,portraiture,BELONGS_TO_SUBJECT
8275,landscapes,BELONGS_TO_SUBJECT
8276,floral_and_avian,BELONGS_TO_SUBJECT
8277,portraiture,BELONGS_TO_SUBJECT
8278,landscapes,BELONGS_TO_SUBJECT
8279,portraiture,BELONGS_TO_SUBJECT
8280,landscapes,BELONGS_TO_SUBJECT
8281,mountains_and_water,BELONGS_TO_SUBJECT
8282,mountains_and_water,BELONGS_TO_SUBJECT
8283,portraiture,BELONGS_TO_SUBJECT
8284,still_life,BELONGS_TO_SUBJECT
8285,portraiture,BELONGS_TO_SUBJECT
8286,still_life,BELONGS_TO_SUBJECT
8287,still_life,BELONGS_TO_SUBJECT
8288,still_life,BELONGS_TO_SUBJECT
8289,portraiture,BELONGS_TO_SUBJECT
8290,still_life,BELONGS_TO_SUBJECT
8291,landscapes,BELONGS_TO_SUBJECT
8292,mountains_and_water,BELONGS_TO_SUBJECT
8293,mountains_and_water,BELONGS_TO_SUBJECT
8294,landscapes,BELONGS_TO_SUBJECT
8295,portraiture,BELONGS_TO_SUBJECT
8296,portraiture,BELONGS_TO_SUBJECT
8297,mountains_and_water,BELONGS_TO_SUBJECT
8298,portraiture,BELONGS_TO_SUBJECT
8299,mountains_and_water,BELONGS_TO_SUBJECT
8300,still_life,BELONGS_TO_SUBJECT
8301,portraiture,BELONGS_TO_SUBJECT
8302,floral_and_avian,BELONGS_TO_SUBJECT
8303,mountains_and_water,BELONGS_TO_SUBJECT
8304,landscapes,BELONGS_TO_SUBJECT
8305,portraiture,BELONGS_TO_SUBJECT
8306,portraiture,BELONGS_TO_SUBJECT
8307,still_life,BELONGS_TO_SUBJECT
8308,portraiture,BELONGS_TO_SUBJECT
8309,portraiture,BELONGS_TO_SUBJECT
8310,landscapes,BELONGS_TO_SUBJECT
8311,mountains_and_water,BELONGS_TO_SUBJECT
8312,portraiture,BELONGS_TO_SUBJECT
8313,landscapes,BELONGS_TO_SUBJECT
8314,floral_and_avian,BELONGS_TO_SUBJECT
8315,still_life,BELONGS_TO_SUBJECT
8316,portraiture,BELONGS_TO_SUBJECT
8317,still_life,BELONGS_TO_SUBJECT
8318,landscapes,BELONGS_TO_SUBJECT
8319,landscapes,BELONGS_TO_SUBJECT
8320,floral_and_avian,BELONGS_TO_SUBJECT
8321,landscapes,BELONGS_TO_SUBJECT
8322,still_life,BELONGS_TO_SUBJECT
8323,portraiture,BELONGS_TO_SUBJECT
8324,portraiture,BELONGS_TO_SUBJECT
8325,still_life,BELONGS_TO_SUBJECT
8326,landscapes,BELONGS_TO_SUBJECT
8327,still_life,BELONGS_TO_SUBJECT
8328,portraiture,BELONGS_TO_SUBJECT
8329,landscapes,BELONGS_TO_SUBJECT
8330,still_life,BELONGS_TO_SUBJECT
8331,portraiture,BELONGS_TO_SUBJECT
8332,portraiture,BELONGS_TO_SUBJECT
8333,mountains_and_water,BELONGS_TO_SUBJECT
8334,portraiture,BELONGS_TO_SUBJECT
8335,portraiture,BELONGS_TO_SUBJECT
8336,still_life,BELONGS_TO_SUBJECT
8337,still_life,BELONGS_TO_SUBJECT
8338,landscapes,BELONGS_TO_SUBJECT
8339,still_life,BELONGS_TO_SUBJECT
8340,landscapes,BELONGS_TO_SUBJECT
8341,landscapes,BELONGS_TO_SUBJECT
8342,landscapes,BELONGS_TO_SUBJECT
8343,still_life,BELONGS_TO_SUBJECT
8344,portraiture,BELONGS_TO_SUBJECT
8345,floral_and_avian,BELONGS_TO_SUBJECT
8346,landscapes,BELONGS_TO_SUBJECT
8347,mountains_and_water,BELONGS_TO_SUBJECT
8348,landscapes,BELONGS_TO_SUBJECT
8349,still_life,BELONGS_TO_SUBJECT
8350,mountains_and_water,BELONGS_TO_SUBJECT
8351,landscapes,BELONGS_TO_SUBJECT
8352,mountains_and_water,BELONGS_TO_SUBJECT
8353,floral_and_avian,BELONGS_TO_SUBJECT
8354,portraiture,BELONGS_TO_SUBJECT
8355,mountains_and_water,BELONGS_TO_SUBJECT
8356,still_life,BELONGS_TO_SUBJECT
8357,mountains_and_water,BELONGS_TO_SUBJECT
8358,portraiture,BELONGS_TO_SUBJECT
8359,portraiture,BELONGS_TO_SUBJECT
8360,floral_and_avian,BELONGS_TO_SUBJECT
8361,still_life,BELONGS_TO_SUBJECT
8362,still_life,BELONGS_TO_SUBJECT
8363,mountains_and_water,BELONGS_TO_SUBJECT
8364,still_life,BELONGS_TO_SUBJECT
8365,portraiture,BELONGS_TO_SUBJECT
8366,landscapes,BELONGS_TO_SUBJECT
8367,portraiture,BELONGS_TO_SUBJECT
8368,portraiture,BELONGS_TO_SUBJECT
8369,mountains_and_water,BELONGS_TO_SUBJECT
8370,landscapes,BELONGS_TO_SUBJECT
8371,floral_and_avian,BELONGS_TO_SUBJECT
8372,mountains_and_water,BELONGS_TO_SUBJECT
8373,landscapes,BELONGS_TO_SUBJECT
8374,still_life,BELONGS_TO_SUBJECT
8375,landscapes,BELONGS_TO_SUBJECT
8376,landscapes,BELONGS_TO_SUBJECT
8377,landscapes,BELONGS_TO_SUBJECT
8378,still_life,BELONGS_TO_SUBJECT
8379,still_life,BELONGS_TO_SUBJECT
8380,still_life,BELONGS_TO_SUBJECT
8381,portraiture,BELONGS_TO_SUBJECT
8382,floral_and_avian,BELONGS_TO_SUBJECT
8383,portraiture,BELONGS_TO_SUBJECT
8384,landscapes,BELONGS_TO_SUBJECT
8385,portraiture,BELONGS_TO_SUBJECT
8386,portraiture,BELONGS_TO_SUBJECT
8387,landscapes,BELONGS_TO_SUBJECT
8388,floral_and_avian,BELONGS_TO_SUBJECT
8389,still_life,BELONGS_TO_SUBJECT
8390,still_life,BELONGS_TO_SUBJECT
8391,floral_and_avian,BELONGS_TO_SUBJECT
8392,still_life,BELONGS_TO_SUBJECT
8393,landscapes,BELONGS_TO_SUBJECT
8394,landscapes,BELONGS_TO_SUBJECT
8395,floral_and_avian,BELONGS_TO_SUBJECT
8396,portraiture,BELONGS_TO_SUBJECT
8397,landscapes,BELONGS_TO_SUBJECT
8398,portraiture,BELONGS_TO_SUBJECT
8399,portraiture,BELONGS_TO_SUBJECT
8400,still_life,BELONGS_TO_SUBJECT
8401,still_life,BELONGS_TO_SUBJECT
8402,portraiture,BELONGS_TO_SUBJECT
8403,landscapes,BELONGS_TO_SUBJECT
8404,floral_and_avian,BELONGS_TO_SUBJECT
8405,portraiture,BELONGS_TO_SUBJECT
8406,still_life,BELONGS_TO_SUBJECT
8407,floral_and_avian,BELONGS_TO_SUBJECT
8408,landscapes,BELONGS_TO_SUBJECT
8409,still_life,BELONGS_TO_SUBJECT
8410,still_life,BELONGS_TO_SUBJECT
8411,portraiture,BELONGS_TO_SUBJECT
8412,still_life,BELONGS_TO_SUBJECT
8413,floral_and_avian,BELONGS_TO_SUBJECT
8414,still_life,BELONGS_TO_SUBJECT
8415,mountains_and_water,BELONGS_TO_SUBJECT
8416,portraiture,BELONGS_TO_SUBJECT
8417,portraiture,BELONGS_TO_SUBJECT
8418,landscapes,BELONGS_TO_SUBJECT
8419,floral_and_avian,BELONGS_TO_SUBJECT
8420,landscapes,BELONGS_TO_SUBJECT
8421,portraiture,BELONGS_TO_SUBJECT
8422,floral_and_avian,BELONGS_TO_SUBJECT
8423,landscapes,BELONGS_TO_SUBJECT
8424,portraiture,BELONGS_TO_SUBJECT
8425,still_life,BELONGS_TO_SUBJECT
8426,portraiture,BELONGS_TO_SUBJECT
8427,landscapes,BELONGS_TO_SUBJECT
8428,portraiture,BELONGS_TO_SUBJECT
8429,floral_and_avian,BELONGS_TO_SUBJECT
8430,portraiture,BELONGS_TO_SUBJECT
8431,landscapes,BELONGS_TO_SUBJECT
8432,portraiture,BELONGS_TO_SUBJECT
8433,portraiture,BELONGS_TO_SUBJECT
8434,portraiture,BELONGS_TO_SUBJECT
8435,portraiture,BELONGS_TO_SUBJECT
8436,portraiture,BELONGS_TO_SUBJECT
8437,still_life,BELONGS_TO_SUBJECT
8438,still_life,BELONGS_TO_SUBJECT
8439,portraiture,BELONGS_TO_SUBJECT
8440,portraiture,BELONGS_TO_SUBJECT
8441,still_life,BELONGS_TO_SUBJECT
8442,floral_and_avian,BELONGS_TO_SUBJECT
8443,portraiture,BELONGS_TO_SUBJECT
8444,floral_and_avian,BELONGS_TO_SUBJECT
8445,still_life,BELONGS_TO_SUBJECT
8446,portraiture,BELONGS_TO_SUBJECT
8447,still_life,BELONGS_TO_SUBJECT
8448,portraiture,BELONGS_TO_SUBJECT
8449,still_life,BELONGS_TO_SUBJECT
8450,still_life,BELONGS_TO_SUBJECT
8451,still_life,BELONGS_TO_SUBJECT
8452,mountains_and_water,BELONGS_TO_SUBJECT
8453,portraiture,BELONGS_TO_SUBJECT
8454,portraiture,BELONGS_TO_SUBJECT
8455,landscapes,BELONGS_TO_SUBJECT
8456,still_life,BELONGS_TO_SUBJECT
8457,portraiture,BELONGS_TO_SUBJECT
8458,landscapes,BELONGS_TO_SUBJECT
8459,landscapes,BELONGS_TO_SUBJECT
8460,portraiture,BELONGS_TO_SUBJECT
8461,floral_and_avian,BELONGS_TO_SUBJECT
8462,portraiture,BELONGS_TO_SUBJECT
8463,landscapes,BELONGS_TO_SUBJECT
8464,landscapes,BELONGS_TO_SUBJECT
8465,portraiture,BELONGS_TO_SUBJECT
8466,still_life,BELONGS_TO_SUBJECT
8467,landscapes,BELONGS_TO_SUBJECT
8468,landscapes,BELONGS_TO_SUBJECT
8469,still_life,BELONGS_TO_SUBJECT
8470,mountains_and_water,BELONGS_TO_SUBJECT
8471,landscapes,BELONGS_TO_SUBJECT
8472,still_life,BELONGS_TO_SUBJECT
8473,still_life,BELONGS_TO_SUBJECT
8474,landscapes,BELONGS_TO_SUBJECT
8475,portraiture,BELONGS_TO_SUBJECT
8476,landscapes,BELONGS_TO_SUBJECT
8477,portraiture,BELONGS_TO_SUBJECT
8478,landscapes,BELONGS_TO_SUBJECT
8479,landscapes,BELONGS_TO_SUBJECT
8480,landscapes,BELONGS_TO_SUBJECT
8481,still_life,BELONGS_TO_SUBJECT
8482,portraiture,BELONGS_TO_SUBJECT
8483,landscapes,BELONGS_TO_SUBJECT
8484,still_life,BELONGS_TO_SUBJECT
8485,portraiture,BELONGS_TO_SUBJECT
8486,mountains_and_water,BELONGS_TO_SUBJECT
8487,still_life,BELONGS_TO_SUBJECT
8488,mountains_and_water,BELONGS_TO_SUBJECT
8489,landscapes,BELONGS_TO_SUBJECT
8490,still_life,BELONGS_TO_SUBJECT
8491,still_life,BELONGS_TO_SUBJECT
8492,landscapes,BELONGS_TO_SUBJECT
8493,portraiture,BELONGS_TO_SUBJECT
8494,portraiture,BELONGS_TO_SUBJECT
8495,mountains_and_water,BELONGS_TO_SUBJECT
8496,landscapes,BELONGS_TO_SUBJECT
8497,landscapes,BELONGS_TO_SUBJECT
8498,still_life,BELONGS_TO_SUBJECT
8499,still_life,BELONGS_TO_SUBJECT
8500,still_life,BELONGS_TO_SUBJECT
8501,still_life,BELONGS_TO_SUBJECT
8502,portraiture,BELONGS_TO_SUBJECT
8503,landscapes,BELONGS_TO_SUBJECT
8504,still_life,BELONGS_TO_SUBJECT
8505,portraiture,BELONGS_TO_SUBJECT
8506,still_life,BELONGS_TO_SUBJECT
8507,portraiture,BELONGS_TO_SUBJECT
8508,portraiture,BELONGS_TO_SUBJECT
8509,floral_and_avian,BELONGS_TO_SUBJECT
8510,floral_and_avian,BELONGS_TO_SUBJECT
8511,portraiture,BELONGS_TO_SUBJECT
8512,portraiture,BELONGS_TO_SUBJECT
8513,portraiture,BELONGS_TO_SUBJECT
8514,mountains_and_water,BELONGS_TO_SUBJECT
8515,portraiture,BELONGS_TO_SUBJECT
8516,portraiture,BELONGS_TO_SUBJECT
8517,floral_and_avian,BELONGS_TO_SUBJECT
8518,portraiture,BELONGS_TO_SUBJECT
8519,portraiture,BELONGS_TO_SUBJECT
8520,landscapes,BELONGS_TO_SUBJECT
8521,still_life,BELONGS_TO_SUBJECT
8522,landscapes,BELONGS_TO_SUBJECT
8523,portraiture,BELONGS_TO_SUBJECT
8524,landscapes,BELONGS_TO_SUBJECT
8525,portraiture,BELONGS_TO_SUBJECT
8526,portraiture,BELONGS_TO_SUBJECT
8527,portraiture,BELONGS_TO_SUBJECT
8528,still_life,BELONGS_TO_SUBJECT
8529,portraiture,BELONGS_TO_SUBJECT
8530,portraiture,BELONGS_TO_SUBJECT
8531,portraiture,BELONGS_TO_SUBJECT
8532,portraiture,BELONGS_TO_SUBJECT
8533,landscapes,BELONGS_TO_SUBJECT
8534,mountains_and_water,BELONGS_TO_SUBJECT
8535,still_life,BELONGS_TO_SUBJECT
8536,still_life,BELONGS_TO_SUBJECT
8537,portraiture,BELONGS_TO_SUBJECT
8538,portraiture,BELONGS_TO_SUBJECT
8539,portraiture,BELONGS_TO_SUBJECT
8540,landscapes,BELONGS_TO_SUBJECT
8541,landscapes,BELONGS_TO_SUBJECT
8542,floral_and_avian,BELONGS_TO_SUBJECT
8543,still_life,BELONGS_TO_SUBJECT
8544,portraiture,BELONGS_TO_SUBJECT
8545,still_life,BELONGS_TO_SUBJECT
8546,floral_and_avian,BELONGS_TO_SUBJECT
8547,still_life,BELONGS_TO_SUBJECT
8548,still_life,BELONGS_TO_SUBJECT
8549,floral_and_avian,BELONGS_TO_SUBJECT
8550,landscapes,BELONGS_TO_SUBJECT
8551,portraiture,BELONGS_TO_SUBJECT
8552,portraiture,BELONGS_TO_SUBJECT
8553,floral_and_avian,BELONGS_TO_SUBJECT
8554,portraiture,BELONGS_TO_SUBJECT
8555,landscapes,BELONGS_TO_SUBJECT
8556,still_life,BELONGS_TO_SUBJECT
8557,portraiture,BELONGS_TO_SUBJECT
8558,portraiture,BELONGS_TO_SUBJECT
8559,floral_and_avian,BELONGS_TO_SUBJECT
8560,portraiture,BELONGS_TO_SUBJECT
8561,portraiture,BELONGS_TO_SUBJECT
8562,portraiture,BELONGS_TO_SUBJECT
8563,portraiture,BELONGS_TO_SUBJECT
8564,mountains_and_water,BELONGS_TO_SUBJECT
8565,floral_and_avian,BELONGS_TO_SUBJECT
8566,still_life,BELONGS_TO_SUBJECT
8567,landscapes,BELONGS_TO_SUBJECT
8568,portraiture,BELONGS_TO_SUBJECT
8569,mountains_and_water,BELONGS_TO_SUBJECT
